building,site,timezone,training_valid_fraction,complete_training_days,training_scale,reason,training_missing,training_negative,training_zero,selected
Hog_lodging_Nikki,Hog,US/Central,1.0,272,63.78318902068126,eligible,0,0,0,False
Hog_lodging_Ora,Hog,US/Central,1.0,272,192.58561435523114,eligible,0,0,0,False
Hog_lodging_Retha,Hog,US/Central,0.955139902676399,258,361.7745180703709,eligible,295,0,2,False
Hog_lodging_Shanti,Hog,US/Central,1.0,272,246.2878629257908,eligible,0,0,0,False
Hog_lodging_Shonda,Hog,US/Central,1.0,272,106.16438564476886,eligible,0,0,1,False
Hog_office_Alexis,Hog,US/Central,1.0,272,20.813825729927007,eligible,0,0,2,False
Hog_office_Alisha,Hog,US/Central,1.0,272,3.802772201946472,eligible,0,0,5003,False
Hog_office_Almeda,Hog,US/Central,1.0,272,62.52028816909975,eligible,0,0,0,False
Hog_office_Bessie,Hog,US/Central,1.0,272,80.42442214111922,eligible,0,0,0,False
Hog_office_Betsy,Hog,US/Central,1.0,272,771.3562425486618,eligible,0,0,0,False
Hog_office_Bill,Hog,US/Central,1.0,272,314.35441392944034,eligible,0,0,0,False
Hog_office_Bryan,Hog,US/Central,1.0,272,0.0,degenerate_training_meter,0,0,6576,False
Hog_office_Buford,Hog,US/Central,1.0,272,1.4804954379562045,eligible,0,0,7,False
Hog_office_Byron,Hog,US/Central,0.9815997566909975,266,977.8148458559257,eligible,121,0,0,False
Hog_office_Candi,Hog,US/Central,1.0,272,331.5008667883212,eligible,0,0,0,False
Hog_office_Carri,Hog,US/Central,0.9905717761557178,257,37.64017500767577,eligible,62,0,0,False
Hog_office_Catalina,Hog,US/Central,0.9998479318734793,271,49.8126911026616,eligible,1,0,133,False
Hog_office_Catharine,Hog,US/Central,0.960918491484185,230,454.9944746795379,eligible,257,0,0,False
Hog_office_Charla,Hog,US/Central,1.0,272,174.85211313868615,eligible,0,0,0,False
Hog_office_Clemencia,Hog,US/Central,0.9990875912408759,270,77.22096544901066,eligible,6,0,242,False
Hog_office_Concetta,Hog,US/Central,1.0,272,0.0,degenerate_training_meter,0,0,6576,False
Hog_office_Cordelia,Hog,US/Central,1.0,272,27.972006234793188,eligible,0,0,1,False
Hog_office_Corey,Hog,US/Central,0.9998479318734793,271,113.98567406844107,eligible,1,0,105,False
Hog_office_Corie,Hog,US/Central,0.9998479318734793,271,88.50114068441064,eligible,1,0,1,False
Hog_office_Cornell,Hog,US/Central,0.9776459854014599,265,1477.5930788614091,eligible,147,0,0,False
Hog_office_Cortney,Hog,US/Central,1.0,272,78.59232177615571,eligible,0,0,0,False
Hog_office_Darline,Hog,US/Central,0.9998479318734793,271,180.36805764258557,eligible,1,0,136,False
Hog_office_Denita,Hog,US/Central,1.0,272,61.678143248175175,eligible,0,0,0,False
Hog_office_Elizbeth,Hog,US/Central,0.9992396593673966,267,139.85082057525491,eligible,5,0,10,False
Hog_office_Elke,Hog,US/Central,0.9998479318734793,271,67.0164258555133,eligible,1,0,1,False
Hog_office_Elnora,Hog,US/Central,1.0,272,694.5296535888078,eligible,0,0,0,False
Hog_office_Eloise,Hog,US/Central,1.0,272,313.8743007907543,eligible,0,0,0,False
Hog_office_Elsy,Hog,US/Central,0.9990875912408759,269,27.850016590563165,eligible,6,0,0,False
Hog_office_Emmanuel,Hog,US/Central,0.9992396593673966,267,28.167181859686497,eligible,5,0,117,False
Hog_office_Garrett,Hog,US/Central,1.0,272,428.50321319951337,eligible,0,0,0,False
Hog_office_Guadalupe,Hog,US/Central,1.0,272,48.26551094890511,eligible,0,0,1,False
Hog_office_Gustavo,Hog,US/Central,1.0,272,134.1289764294404,eligible,0,0,0,False
Hog_office_Joey,Hog,US/Central,0.9996958637469586,270,1305.590274110131,eligible,2,0,0,False
Hog_office_Josefina,Hog,US/Central,0.9998479318734793,271,180.84541764258552,eligible,1,0,0,False
Hog_office_Judith,Hog,US/Central,1.0,272,0.0,degenerate_training_meter,0,0,6576,False
Hog_office_Lanell,Hog,US/Central,1.0,272,152.19713047445254,eligible,0,0,0,False
Hog_office_Lavon,Hog,US/Central,1.0,272,317.4785774026764,eligible,0,0,0,False
Hog_office_Leanne,Hog,US/Central,1.0,272,129.68036283454987,eligible,0,0,0,False
Hog_office_Leon,Hog,US/Central,1.0,272,6.494495133819952,eligible,0,0,1,False
Hog_office_Lizzie,Hog,US/Central,1.0,272,85.78380474452555,eligible,0,0,0,False
Hog_office_Mack,Hog,US/Central,0.9995437956204379,269,82.15733120340789,eligible,3,0,125,False
Hog_office_Man,Hog,US/Central,1.0,272,62.4007953163017,eligible,0,0,0,False
Hog_office_Mari,Hog,US/Central,0.9998479318734793,271,62.982427528517114,eligible,1,0,0,False
Hog_office_Marilyn,Hog,US/Central,0.9998479318734793,271,41.78278965779468,eligible,1,0,136,False
Hog_office_Marlena,Hog,US/Central,1.0,272,82.64202615571777,eligible,0,0,119,False
Hog_office_Marlene,Hog,US/Central,0.9998479318734793,271,46.79477490494297,eligible,1,0,136,False
Hog_office_Mary,Hog,US/Central,1.0,272,32.36676018856448,eligible,0,0,0,False
Hog_office_Merilyn,Hog,US/Central,1.0,272,31.581660736009734,eligible,0,0,0,False
Hog_office_Migdalia,Hog,US/Central,0.9998479318734793,271,36.141275285171105,eligible,1,0,0,False
Hog_office_Mike,Hog,US/Central,1.0,272,64.92201231751825,eligible,0,0,0,False
Hog_office_Miriam,Hog,US/Central,1.0,272,23.979358424574208,eligible,0,0,0,False
Hog_office_Myles,Hog,US/Central,1.0,272,54.11746122262774,eligible,0,0,0,False
Hog_office_Nancie,Hog,US/Central,1.0,272,59.96890739051094,eligible,0,0,0,False
Hog_office_Napoleon,Hog,US/Central,1.0,272,130.37469951338198,eligible,0,0,0,False
Hog_office_Nia,Hog,US/Central,0.9610705596107056,257,2135.055804113924,eligible,256,0,0,False
Hog_office_Patrick,Hog,US/Central,0.9989355231143552,269,12.712806819911709,eligible,7,0,0,False
Hog_office_Randi,Hog,US/Central,0.9995437956204379,270,106.46516628632283,eligible,3,0,0,False
Hog_office_Richelle,Hog,US/Central,1.0,272,89.07757649026763,eligible,0,0,1,False
Hog_office_Roger,Hog,US/Central,0.9969586374695864,261,272.7898659243441,eligible,20,0,0,False
Hog_office_Rolando,Hog,US/Central,1.0,272,114.96091849148418,eligible,0,0,1,False
Hog_office_Sarah,Hog,US/Central,0.9998479318734793,271,454.01411455513306,eligible,1,0,0,False
Hog_office_Shawna,Hog,US/Central,1.0,272,146.7666158759124,eligible,0,0,0,False
Hog_office_Shawnna,Hog,US/Central,1.0,272,450.1585649330901,eligible,0,0,0,False
Hog_office_Sherrie,Hog,US/Central,1.0,272,43.71866012773722,eligible,0,0,0,False
Hog_office_Shon,Hog,US/Central,1.0,272,82.98637940997567,eligible,0,0,0,False
Hog_office_Simon,Hog,US/Central,0.9998479318734793,271,19.996501901140686,eligible,1,0,1,False
Hog_office_Sonny,Hog,US/Central,0.9893552311435523,260,253.2324334460498,eligible,70,0,0,False
Hog_office_Sung,Hog,US/Central,0.9759732360097324,242,50.669369429728896,eligible,158,0,0,False
Hog_office_Sydney,Hog,US/Central,1.0,272,124.84866271289538,eligible,0,0,0,False
Hog_office_Terry,Hog,US/Central,1.0,272,742.9939785583941,eligible,0,0,9,False
Hog_office_Thomas,Hog,US/Central,1.0,272,49.33439781021898,eligible,0,0,30,False
Hog_office_Valda,Hog,US/Central,1.0,272,30.157086830900244,eligible,0,0,0,False
Hog_office_Vera,Hog,US/Central,1.0,272,114.02630778588808,eligible,0,0,1,False
Hog_other_Lynette,Hog,US/Central,1.0,272,3.365450121654501,eligible,0,0,14,False
Hog_other_Noma,Hog,US/Central,1.0,272,28.09271472019465,eligible,0,0,0,False
Hog_other_Tobias,Hog,US/Central,1.0,272,41.51170711678833,eligible,0,0,0,False
Hog_parking_Antoinette,Hog,US/Central,1.0,272,19.601429440389296,eligible,0,0,1,False
Hog_parking_Bernardo,Hog,US/Central,0.9998479318734793,271,70.63787072243346,eligible,1,0,1,False
Hog_parking_Cliff,Hog,US/Central,0.9978710462287105,267,109.56823224626638,eligible,14,0,0,False
Hog_parking_Jean,Hog,US/Central,1.0,272,51.819022201946474,eligible,0,0,0,False
Hog_parking_Jeana,Hog,US/Central,0.9998479318734793,271,27.352469049429658,eligible,1,0,136,False
Hog_parking_Joan,Hog,US/Central,0.9981751824817519,263,0.00011425959780621572,eligible,12,0,6563,False
Hog_parking_Marcus,Hog,US/Central,0.9995437956204379,269,79.4475087479081,eligible,3,0,35,False
Hog_parking_Shannon,Hog,US/Central,1.0,272,101.60404653284671,eligible,0,0,0,False
Hog_public_Brad,Hog,US/Central,1.0,272,1021.2063766727493,eligible,0,0,0,False
Hog_public_Crystal,Hog,US/Central,1.0,272,325.34672871046223,eligible,0,0,0,False
Hog_public_Gerard,Hog,US/Central,1.0,272,60.773933850364955,eligible,0,0,0,False
Hog_public_Kevin,Hog,US/Central,1.0,272,593.2600365419707,eligible,0,0,0,False
Hog_public_Octavia,Hog,US/Central,1.0,272,195.24727782846713,eligible,0,0,0,False
Hog_science_Max,Hog,US/Central,1.0,272,128.48509732360097,eligible,0,0,472,False
Hog_services_Adrianna,Hog,US/Central,1.0,272,219.4519805352798,eligible,0,0,0,False
Hog_services_Joe,Hog,US/Central,0.9993917274939172,268,30.904768715763847,eligible,4,0,10,False
Hog_services_Kerrie,Hog,US/Central,1.0,272,18.635547749391726,eligible,0,0,0,False
Hog_services_Marshall,Hog,US/Central,0.9993917274939172,270,80.64077617163727,eligible,4,0,6,False
Hog_warehouse_Louise,Hog,US/Central,1.0,272,12.266575425790755,eligible,0,0,1,False
Hog_warehouse_Porsha,Hog,US/Central,1.0,272,10.495803984184915,eligible,0,0,2,False
Hog_warehouse_Rosanna,Hog,US/Central,1.0,272,20.471338503649633,eligible,0,0,0,False
Lamb_assembly_Alden,Lamb,Europe/London,1.0,272,2.1847020681265206,eligible,0,0,47,True
Lamb_assembly_Bertie,Lamb,Europe/London,1.0,272,99.33038351581507,eligible,0,0,0,False
Lamb_assembly_Cesar,Lamb,Europe/London,1.0,272,16.658622217153283,eligible,0,0,46,False
Lamb_assembly_Cherie,Lamb,Europe/London,1.0,272,76.81421843065694,eligible,0,0,0,False
Lamb_assembly_Corliss,Lamb,Europe/London,1.0,272,13.820818111313868,eligible,0,0,46,False
Lamb_assembly_Delilah,Lamb,Europe/London,1.0,272,15.970833272506082,eligible,0,0,46,False
Lamb_assembly_Dillon,Lamb,Europe/London,1.0,272,29.828132268856447,eligible,0,0,0,False
Lamb_assembly_Dorathy,Lamb,Europe/London,1.0,272,3.112320559610706,eligible,0,0,26,False
Lamb_assembly_Dorothy,Lamb,Europe/London,1.0,272,48.743126216545015,eligible,0,0,0,False
Lamb_assembly_Dudley,Lamb,Europe/London,1.0,272,19.16797448296837,eligible,0,0,262,False
Lamb_assembly_Elinor,Lamb,Europe/London,1.0,272,24.6180658607056,eligible,0,0,0,False
Lamb_assembly_Ethel,Lamb,Europe/London,1.0,272,28.830383713503654,eligible,0,0,606,False
Lamb_assembly_Eugenia,Lamb,Europe/London,1.0,272,6.138427676399027,eligible,0,0,46,False
Lamb_assembly_Isa,Lamb,Europe/London,1.0,272,2.559147354014599,eligible,0,0,23,False
Lamb_assembly_Jerry,Lamb,Europe/London,1.0,272,2.8677768096107057,eligible,0,0,1246,False
Lamb_assembly_Katelyn,Lamb,Europe/London,1.0,272,33.27547125912408,eligible,0,0,0,False
Lamb_assembly_Kurt,Lamb,Europe/London,1.0,272,2.0262165298053527,eligible,0,0,729,False
Lamb_assembly_Librada,Lamb,Europe/London,1.0,272,32.227812819343065,eligible,0,0,0,False
Lamb_assembly_Louis,Lamb,Europe/London,1.0,272,13.022790450121654,eligible,0,0,313,False
Lamb_assembly_Nicole,Lamb,Europe/London,1.0,272,1.9465482055961074,eligible,0,0,741,False
Lamb_assembly_Ossie,Lamb,Europe/London,1.0,272,5.205018369829683,eligible,0,0,48,False
Lamb_assembly_Queen,Lamb,Europe/London,1.0,272,1.2802766727493915,eligible,0,0,210,False
Lamb_assembly_Rosa,Lamb,Europe/London,1.0,272,141.52921392944037,eligible,0,0,0,False
Lamb_assembly_Steven,Lamb,Europe/London,1.0,272,5.420831964720195,eligible,0,0,23,False
Lamb_assembly_Tasha,Lamb,Europe/London,1.0,272,19.74371972323601,eligible,0,0,23,False
Lamb_assembly_Tawana,Lamb,Europe/London,1.0,272,6.213868643552311,eligible,0,0,46,False
Lamb_assembly_Theresa,Lamb,Europe/London,1.0,272,3.9627431721411193,eligible,0,0,50,False
Lamb_assembly_Walter,Lamb,Europe/London,1.0,272,4.4083636557177615,eligible,0,0,51,False
Lamb_assembly_Zita,Lamb,Europe/London,1.0,272,0.7074360249391727,eligible,0,0,3889,False
Lamb_education_Aldo,Lamb,Europe/London,1.0,272,2.0561434762773723,eligible,0,0,1403,False
Lamb_education_Alina,Lamb,Europe/London,1.0,272,5.537089552919708,eligible,0,0,223,False
Lamb_education_Antonio,Lamb,Europe/London,1.0,272,45.32655091240876,eligible,0,0,0,False
Lamb_education_Armando,Lamb,Europe/London,1.0,272,47.85762261253041,eligible,0,0,0,False
Lamb_education_Augustine,Lamb,Europe/London,1.0,272,8.257101551094891,eligible,0,0,46,False
Lamb_education_Bert,Lamb,Europe/London,1.0,272,6.792442062043796,eligible,0,0,46,False
Lamb_education_Bettye,Lamb,Europe/London,1.0,272,13.149572688564476,eligible,0,0,23,False
Lamb_education_Camille,Lamb,Europe/London,1.0,272,39.25761414233577,eligible,0,0,46,False
Lamb_education_Carlton,Lamb,Europe/London,1.0,272,13.239750729927007,eligible,0,0,46,False
Lamb_education_Chet,Lamb,Europe/London,1.0,272,3.26671227189781,eligible,0,0,47,False
Lamb_education_Daniel,Lamb,Europe/London,1.0,272,9.207746350364964,eligible,0,0,47,False
Lamb_education_Darrel,Lamb,Europe/London,1.0,272,47.72901470498783,eligible,0,0,0,False
Lamb_education_Debby,Lamb,Europe/London,1.0,272,11.503740860705596,eligible,0,0,46,False
Lamb_education_Dolly,Lamb,Europe/London,1.0,272,5.2853863290754255,eligible,0,0,49,False
Lamb_education_Domitila,Lamb,Europe/London,1.0,272,68.85146002128953,eligible,0,0,0,False
Lamb_education_Dwayne,Lamb,Europe/London,1.0,272,7.142146137469586,eligible,0,0,23,False
Lamb_education_Ellen,Lamb,Europe/London,1.0,272,7.131219601581508,eligible,0,0,46,False
Lamb_education_Emery,Lamb,Europe/London,1.0,272,49.85953454987835,eligible,0,0,0,False
Lamb_education_Emilie,Lamb,Europe/London,1.0,272,4.831584595498784,eligible,0,0,46,False
Lamb_education_Eula,Lamb,Europe/London,1.0,272,1.509148251216545,eligible,0,0,0,False
Lamb_education_Faith,Lamb,Europe/London,1.0,272,8.491575273722628,eligible,0,0,46,False
Lamb_education_Felicia,Lamb,Europe/London,1.0,272,6.206919008515815,eligible,0,0,47,False
Lamb_education_Felipe,Lamb,Europe/London,1.0,272,27.354394768856448,eligible,0,0,564,False
Lamb_education_Fred,Lamb,Europe/London,1.0,272,9.779774954379562,eligible,0,0,46,False
Lamb_education_Freddy,Lamb,Europe/London,1.0,272,4.232588321167883,eligible,0,0,49,False
Lamb_education_Gabriel,Lamb,Europe/London,1.0,272,11.466651490267639,eligible,0,0,47,False
Lamb_education_Gabrielle,Lamb,Europe/London,1.0,272,6.444810066909977,eligible,0,0,0,False
Lamb_education_Garry,Lamb,Europe/London,1.0,272,11.78175188564477,eligible,0,0,46,False
Lamb_education_Harold,Lamb,Europe/London,1.0,272,6.658835523114356,eligible,0,0,720,False
Lamb_education_Heidi,Lamb,Europe/London,1.0,272,9.664461906934307,eligible,0,0,46,False
Lamb_education_Hellen,Lamb,Europe/London,1.0,272,3.6363899482968374,eligible,0,0,46,False
Lamb_education_Hilary,Lamb,Europe/London,1.0,272,5.758698144768856,eligible,0,0,47,False
Lamb_education_Hillary,Lamb,Europe/London,1.0,272,7.1779349756691,eligible,0,0,676,False
Lamb_education_Hubert,Lamb,Europe/London,1.0,272,11.262867822384427,eligible,0,0,41,False
Lamb_education_Hui,Lamb,Europe/London,1.0,272,15.40781640815085,eligible,0,0,49,False
Lamb_education_Ira,Lamb,Europe/London,1.0,272,3.8909064476885646,eligible,0,0,807,False
Lamb_education_Isabelle,Lamb,Europe/London,1.0,272,18.101870316301703,eligible,0,0,46,False
Lamb_education_Jane,Lamb,Europe/London,1.0,272,13.692426870437957,eligible,0,0,47,False
Lamb_education_Junior,Lamb,Europe/London,1.0,272,55.840845179440386,eligible,0,0,0,False
Lamb_education_Kasha,Lamb,Europe/London,1.0,272,7.748783500608273,eligible,0,0,46,False
Lamb_education_Kayla,Lamb,Europe/London,1.0,272,9.900821319951339,eligible,0,0,46,False
Lamb_education_Larissa,Lamb,Europe/London,1.0,272,9.036861435523114,eligible,0,0,46,False
Lamb_education_Lawrence,Lamb,Europe/London,1.0,272,9.132009443430658,eligible,0,0,0,False
Lamb_education_Lazaro,Lamb,Europe/London,1.0,272,26.62232357055961,eligible,0,0,0,False
Lamb_education_Lemuel,Lamb,Europe/London,1.0,272,11.234777904501216,eligible,0,0,46,False
Lamb_education_Leopoldo,Lamb,Europe/London,1.0,272,9.221928132603407,eligible,0,0,46,False
Lamb_education_Logan,Lamb,Europe/London,1.0,272,4.236694099756691,eligible,0,0,489,False
Lamb_education_Lucas,Lamb,Europe/London,1.0,272,6.9808348996350365,eligible,0,0,0,False
Lamb_education_Luz,Lamb,Europe/London,1.0,272,89.31105590024332,eligible,0,0,0,False
Lamb_education_Mae,Lamb,Europe/London,1.0,272,65.53357615571777,eligible,0,0,0,False
Lamb_education_Manuel,Lamb,Europe/London,1.0,272,14.424315815085158,eligible,0,0,46,False
Lamb_education_Marc,Lamb,Europe/London,1.0,272,10.581706265206813,eligible,0,0,46,False
Lamb_education_Maritza,Lamb,Europe/London,1.0,272,6.91195258515815,eligible,0,0,46,False
Lamb_education_Marty,Lamb,Europe/London,1.0,272,6.645012287104623,eligible,0,0,49,False
Lamb_education_Maxwell,Lamb,Europe/London,1.0,272,8.684443537104622,eligible,0,0,46,False
Lamb_education_Mckenzie,Lamb,Europe/London,1.0,272,45.97341830900243,eligible,0,0,0,False
Lamb_education_Moses,Lamb,Europe/London,1.0,272,7.455961253041363,eligible,0,0,46,False
Lamb_education_Nathan,Lamb,Europe/London,1.0,272,5.697947262773722,eligible,0,0,47,False
Lamb_education_Nichol,Lamb,Europe/London,1.0,272,2.382709960462287,eligible,0,0,436,False
Lamb_education_Norris,Lamb,Europe/London,1.0,272,11.491347232360098,eligible,0,0,46,False
Lamb_education_Patsy,Lamb,Europe/London,1.0,272,9.329379440389294,eligible,0,0,46,False
Lamb_education_Phil,Lamb,Europe/London,1.0,272,4.4026611313868615,eligible,0,0,49,False
Lamb_education_Philomena,Lamb,Europe/London,1.0,272,40.05823538625304,eligible,0,0,12,False
Lamb_education_Princess,Lamb,Europe/London,1.0,272,9.806295559610707,eligible,0,0,74,False
Lamb_education_Randal,Lamb,Europe/London,1.0,272,9.503132618613138,eligible,0,0,46,False
Lamb_education_Renae,Lamb,Europe/London,0.9916362530413625,267,4.898941880079742,eligible,55,0,4259,False
Lamb_education_Rick,Lamb,Europe/London,1.0,272,8.605687363138685,eligible,0,0,46,False
Lamb_education_Robin,Lamb,Europe/London,1.0,272,48.342244464720196,eligible,0,0,0,False
Lamb_education_Rodrigo,Lamb,Europe/London,1.0,272,42.50628018552312,eligible,0,0,0,False
Lamb_education_Ruben,Lamb,Europe/London,1.0,272,7.767168461070559,eligible,0,0,46,False
Lamb_education_Sabrina,Lamb,Europe/London,1.0,272,3.6728709245742093,eligible,0,0,55,False
Lamb_education_Salvador,Lamb,Europe/London,1.0,272,8.015784686739659,eligible,0,0,46,False
Lamb_education_Sara,Lamb,Europe/London,1.0,272,42.0123027676399,eligible,0,0,0,False
Lamb_education_Stefan,Lamb,Europe/London,1.0,272,11.208318004866182,eligible,0,0,46,False
Lamb_education_Sunny,Lamb,Europe/London,1.0,272,7.193864203163017,eligible,0,0,29,False
Lamb_education_Sylvester,Lamb,Europe/London,1.0,272,3.38359174270073,eligible,0,0,47,False
Lamb_education_Terina,Lamb,Europe/London,1.0,272,111.47069692822384,eligible,0,0,0,False
Lamb_education_Traci,Lamb,Europe/London,1.0,272,2.424224346107056,eligible,0,0,762,False
Lamb_education_Vaughn,Lamb,Europe/London,1.0,272,7.743826049270073,eligible,0,0,46,False
Lamb_education_Wanda,Lamb,Europe/London,1.0,272,4.68892953163017,eligible,0,0,46,False
Lamb_education_Wilbert,Lamb,Europe/London,1.0,272,10.339978588807787,eligible,0,0,46,False
Lamb_education_Willetta,Lamb,Europe/London,1.0,272,0.000399969586374696,eligible,0,0,0,False
Lamb_education_Williams,Lamb,Europe/London,1.0,272,34.55602201946472,eligible,0,0,0,False
Lamb_food_Sylvia,Lamb,Europe/London,1.0,272,11.993050471411191,eligible,0,0,46,False
Lamb_health_Ken,Lamb,Europe/London,1.0,272,19.808287530413622,eligible,0,0,0,False
Lamb_industrial_Carla,Lamb,Europe/London,1.0,272,162.39124122566912,eligible,0,0,0,False
Lamb_industrial_Enrique,Lamb,Europe/London,1.0,272,60.32962262773723,eligible,0,0,0,False
Lamb_industrial_Venessa,Lamb,Europe/London,1.0,272,9.499834899635037,eligible,0,0,23,False
Lamb_industrial_Willard,Lamb,Europe/London,1.0,272,2.614993826034063,eligible,0,0,50,False
Lamb_lodging_Burt,Lamb,Europe/London,1.0,272,2.567685386253041,eligible,0,0,47,False
Lamb_lodging_Harley,Lamb,Europe/London,1.0,272,4.358242107664234,eligible,0,0,46,False
Lamb_office_Bertha,Lamb,Europe/London,1.0,272,63.98926949513382,eligible,0,0,0,False
Lamb_office_Caitlin,Lamb,Europe/London,1.0,272,34.80764937652068,eligible,0,0,0,False
Lamb_office_Callie,Lamb,Europe/London,1.0,272,4.872782846715329,eligible,0,0,23,False
Lamb_office_Corine,Lamb,Europe/London,1.0,272,0.22947080291970803,eligible,0,0,1813,False
Lamb_office_Donita,Lamb,Europe/London,1.0,272,0.4586223996350366,eligible,0,0,133,False
Lamb_office_Gerardo,Lamb,Europe/London,1.0,272,12.7082423053528,eligible,0,0,46,False
Lamb_office_Jo,Lamb,Europe/London,1.0,272,1.751687895377129,eligible,0,0,201,False
Lamb_office_Joanna,Lamb,Europe/London,0.9879866180048662,261,0.5284746652301062,eligible,79,0,4143,False
Lamb_office_Kent,Lamb,Europe/London,1.0,272,0.41097945559610705,eligible,0,0,490,False
Lamb_office_Kerry,Lamb,Europe/London,1.0,272,1.9597626672749393,eligible,0,0,628,False
Lamb_office_Maggie,Lamb,Europe/London,1.0,272,3.5948906326034065,eligible,0,0,211,False
Lamb_office_Peggy,Lamb,Europe/London,1.0,272,3.34096725973236,eligible,0,0,46,False
Lamb_office_Raymond,Lamb,Europe/London,1.0,272,11.01479604622871,eligible,0,0,46,False
Lamb_office_Stefani,Lamb,Europe/London,1.0,272,15.006780717761556,eligible,0,0,23,False
Lamb_office_Vasiliki,Lamb,Europe/London,1.0,272,382.1941608120438,eligible,0,0,0,False
Lamb_office_Velma,Lamb,Europe/London,1.0,272,110.25956437043796,eligible,0,0,0,False
Lamb_office_William,Lamb,Europe/London,1.0,272,1.7105687804136254,eligible,0,0,269,False
Lamb_other_Katharina,Lamb,Europe/London,1.0,272,12.040465298053528,eligible,0,0,46,False
Lamb_other_Minerva,Lamb,Europe/London,1.0,272,9.875182496958638,eligible,0,0,51,False
Lamb_public_Angeline,Lamb,Europe/London,1.0,272,22.107268856447693,eligible,0,0,2831,False
Lamb_public_Bradly,Lamb,Europe/London,1.0,272,12.490343673965937,eligible,0,0,46,False
Lamb_public_Grace,Lamb,Europe/London,1.0,272,50.98086949513382,eligible,0,0,0,False
Lamb_public_Gracie,Lamb,Europe/London,1.0,272,4.375243248175183,eligible,0,0,71,False
Lamb_public_Nyla,Lamb,Europe/London,1.0,272,4.658622232360098,eligible,0,0,69,False
Lamb_public_Vania,Lamb,Europe/London,1.0,272,21.95953454987835,eligible,0,0,111,False
Lamb_warehouse_Allan,Lamb,Europe/London,1.0,272,17.499422049878348,eligible,0,0,46,False
Moose_education_Abbie,Moose,US/Eastern,0.9995437956204379,270,1309.6468458086113,eligible,3,0,0,True
Moose_education_Clark,Moose,US/Eastern,0.9995437956204379,270,871.4950288604898,eligible,3,0,0,False
Moose_education_Diane,Moose,US/Eastern,0.9095194647201946,244,1374.3501907038958,training_valid_fraction_below_0.95,595,0,147,False
Moose_education_Florence,Moose,US/Eastern,0.9995437956204379,270,48.84193334854709,eligible,3,0,5645,False
Moose_education_Gladys,Moose,US/Eastern,0.9996958637469586,271,1155.998293595984,eligible,2,0,0,False
Moose_education_Leland,Moose,US/Eastern,0.9995437956204379,270,108.2205108321923,eligible,3,0,4609,False
Moose_education_Lori,Moose,US/Eastern,0.9996958637469586,271,188.7880427441436,eligible,2,0,0,False
Moose_education_Maria,Moose,US/Eastern,0.9993917274939172,269,672.3630054625685,eligible,4,0,23,False
Moose_education_Marina,Moose,US/Eastern,0.9995437956204379,270,41.14333353111213,eligible,3,0,0,False
Moose_education_Marlon,Moose,US/Eastern,0.9995437956204379,270,176.23346292408337,eligible,3,0,0,False
Moose_education_Rene,Moose,US/Eastern,0.9995437956204379,270,488.1084440590293,eligible,3,0,0,False
Moose_education_Ricardo,Moose,US/Eastern,1.0,272,295.1316354166667,eligible,0,0,0,False
Moose_education_Sasha,Moose,US/Eastern,0.9887469586374696,265,2.5172160412180866,eligible,74,0,0,False
Mouse_health_Buddy,Mouse,Europe/London,0.9983272506082725,261,16.03092245239909,eligible,11,0,599,True
Mouse_health_Estela,Mouse,Europe/London,1.0,272,386.2791951490268,eligible,0,0,0,False
Mouse_health_Ileana,Mouse,Europe/London,0.9983272506082725,270,48.10936661081493,eligible,11,0,0,False
Mouse_health_Justin,Mouse,Europe/London,1.0,272,759.7600152220193,eligible,0,0,0,False
Mouse_health_Modesto,Mouse,Europe/London,0.9993917274939172,270,732.3810480827754,eligible,4,0,0,False
Mouse_lodging_Vicente,Mouse,Europe/London,1.0,272,45.31782471107056,eligible,0,0,0,False
Mouse_science_Micheal,Mouse,Europe/London,1.0,272,342.57111841545026,eligible,0,0,358,False
Panther_assembly_Carrol,Panther,US/Eastern,1.0,272,14.697616590632604,eligible,0,0,3377,True
Panther_assembly_David,Panther,US/Eastern,0.9458637469586375,256,40.6197038585209,training_valid_fraction_below_0.95,356,0,3351,False
Panther_assembly_Denice,Panther,US/Eastern,1.0,272,217.83408716545014,eligible,0,0,3377,False
Panther_assembly_Gwyneth,Panther,US/Eastern,1.0,272,122.40875810523114,eligible,0,0,3377,False
Panther_assembly_Pamella,Panther,US/Eastern,1.0,272,16.480633728710462,eligible,0,0,3377,False
Panther_education_Alecia,Panther,US/Eastern,1.0,272,131.81953604014598,eligible,0,0,3377,False
Panther_education_Annetta,Panther,US/Eastern,1.0,272,52.17181005170316,eligible,0,0,3377,False
Panther_education_Aurora,Panther,US/Eastern,1.0,272,58.88525463807785,eligible,0,0,3376,False
Panther_education_Cleopatra,Panther,US/Eastern,0.9898114355231143,268,10.80334332462744,eligible,67,0,3196,False
Panther_education_Diann,Panther,US/Eastern,1.0,272,58.1666921989051,eligible,0,0,3378,False
Panther_education_Edna,Panther,US/Eastern,1.0,272,61.50570328467153,eligible,0,0,3339,False
Panther_education_Emily,Panther,US/Eastern,1.0,272,59.2206588807786,eligible,0,0,3321,False
Panther_education_Enriqueta,Panther,US/Eastern,1.0,272,43.154048844282244,eligible,0,0,3292,False
Panther_education_Genevieve,Panther,US/Eastern,1.0,272,123.42427087895378,eligible,0,0,3377,False
Panther_education_Gina,Panther,US/Eastern,1.0,272,237.5033608120438,eligible,0,0,3352,False
